lat,lon,localizacao,classe,confianca,justificativa,n_imagens,data_inicio,data_fim,plataformas,thumbnail_url,fonte_imagem,stac_browser_url,stac_id_repr,thumbnail_carregada,tags_osm
37.0,-6.1,"Lebrija, Andalucía, España",Agricultura / Desmatamento,Alta,"A imagem mostra claramente um padrão geométrico de campos agrícolas com diferentes estágios de cultivo, evidenciado pelas variações de cor verde e bege organizadas em parcelas retangulares. A localização em Lebrija, Andalucía, região conhecida pela atividade agrícola intensiva, corrobora essa classificação. O monitoramento SAR intensivo com alta resolução é consistente com monitoramento de safras e mudanças no uso agrícola da terra.",4,2022-11-19,2022-11-23,"capella-3, capella-8","Esri Satellite tile (37.00,-6.10)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-11/capella-open-data-2022-11-19/CAPELLA_C03_SP_GEO_VV_20221119101221_20221119101243/CAPELLA_C03_SP_GEO_VV_20221119101221_20221119101243.json,CAPELLA_C03_SP_GEO_VV_20221119101221_20221119101243,True,
37.1,-76.4,"Virginia, United States",Base Militar,Alta,"As tags OSM confirmam presença militar na área com military=barracks, military=checkpoint, military=office e landuse=military. A localização em Virginia, próxima a instalações militares conhecidas, e o padrão de monitoramento SAR de baixa frequência com resolução alta (0.4m) são consistentes com monitoramento de base militar.",4,2021-09-04,2022-05-18,capella-2,"Esri Satellite tile (37.10,-76.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-09/capella-open-data-2021-09-04/CAPELLA_C02_SP_GEO_HH_20210904014246_20210904014312/CAPELLA_C02_SP_GEO_HH_20210904014246_20210904014312.json,CAPELLA_C02_SP_GEO_HH_20210904014246_20210904014312,True,"Base Militar: military=barracks,military=checkpoint,military=office,landuse=military; Agricultura / Desmatamento: landuse=farmland"
39.0,-74.9,"Lower Township, New Jersey, United States",Base Militar,Alta,"A imagem revela claramente um aeroporto militar com múltiplas pistas de pouso em formato de X, hangares militares, e instalações de apoio organizadas em perímetro definido. O padrão de monitoramento SAR com alta resolução (0.325m) e múltiplas plataformas confirma interesse em instalação de segurança nacional.",4,2024-03-19,2024-04-04,"capella-9, capella-10","Esri Satellite tile (39.00,-74.90)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-03/capella-open-data-2024-03-19/CAPELLA_C09_SP_GEO_HH_20240319095913_20240319095945/CAPELLA_C09_SP_GEO_HH_20240319095913_20240319095945.json,CAPELLA_C09_SP_GEO_HH_20240319095913_20240319095945,True,
39.2,-75.0,"Maurice River Township, New Jersey, United States",Costa / Oceano,Alta,"A imagem mostra claramente uma extensa área costeira com interface água-terra, incluindo baías, enseadas e vegetação natural preservada típica de zona costeira. A localização em Maurice River Township, New Jersey, confirma tratar-se de região costeira natural sem infraestrutura portuária organizada ou outras atividades industriais específicas.",4,2022-06-26,2022-08-18,capella-3,"Esri Satellite tile (39.20,-75.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-06/capella-open-data-2022-06-26/CAPELLA_C03_SP_GEO_HH_20220626144356_20220626144417/CAPELLA_C03_SP_GEO_HH_20220626144356_20220626144417.json,CAPELLA_C03_SP_GEO_HH_20220626144356_20220626144417,True,
39.4,-0.3,España,Costa / Oceano,Alta,"A imagem mostra claramente uma interface costa-oceano com águas azul-turquesa características do Mediterrâneo, praia e vegetação costeira. Embora as tags OSM indiquem agricultura na região, a imagem visual revela predominantemente zona costeira sem infraestrutura portuária organizada.",4,2022-01-07,2022-07-12,capella-3,"Esri Satellite tile (39.40,-0.30)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-01/capella-open-data-2022-01-07/CAPELLA_C03_SP_GEO_HH_20220107205605_20220107205621/CAPELLA_C03_SP_GEO_HH_20220107205605_20220107205621.json,CAPELLA_C03_SP_GEO_HH_20220107205605_20220107205621,True,"Agricultura / Desmatamento: landuse=orchard,landuse=farmland,landuse=farmyard"
40.1,-123.5,"California, United States",Área de Mineração,Alta,Os dados OSM confirmam explicitamente a presença de área de mineração (landuse=quarry) no raio de 8km. A imagem satelital mostra terreno montanhoso com padrões de vegetação esparsa e exposição de solo típicos de atividades extrativas. O monitoramento SAR em alta resolução (0.27m) com frequência de 4.7 dias é consistente com acompanhamento de operações de mineração.,4,2025-09-23,2025-10-07,capella-13,"Esri Satellite tile (40.10,-123.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-23/CAPELLA_C13_SP_GEO_VV_20250923031621_20250923031630/CAPELLA_C13_SP_GEO_VV_20250923031621_20250923031630.json,CAPELLA_C13_SP_GEO_VV_20250923031621_20250923031630,True,Área de Mineração: landuse=quarry
40.1,-75.1,"Abington Township, Pennsylvania, United States",Base Militar,Alta,"As tags OSM confirmam presença de instalações militares (military=office, landuse=military) na região. O monitoramento SAR intensivo com 4 imagens em alta resolução (0.342m) e frequência elevada sugere interesse em infraestrutura sensível. A localização em Pennsylvania, próxima a áreas metropolitanas importantes, é consistente com instalações militares que requerem monitoramento especializado.",4,2024-12-12,2024-12-13,capella-10,"Esri Satellite tile (40.10,-75.10)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-12/CAPELLA_C10_SP_GEO_HH_20241212172529_20241212172554/CAPELLA_C10_SP_GEO_HH_20241212172529_20241212172554.json,CAPELLA_C10_SP_GEO_HH_20241212172529_20241212172554,True,"Área de Mineração: landuse=quarry; Base Militar: military=office,landuse=military; Agricultura / Desmatamento: landuse=orchard,landuse=farmland"
40.7,-74.0,"New York, New York, United States",Área Portuária,Alta,"A imagem mostra claramente Lower Manhattan com extensas estruturas portuárias e terminais ao longo da costa. As coordenadas (40.7000, -74.0000) confirmam localização no Porto de Nova York, uma das maiores áreas portuárias dos EUA. O padrão de monitoramento SAR com resolução de 0.4m é consistente com monitoramento de infraestrutura portuária crítica.",4,2021-06-29,2021-07-21,capella-2,"Esri Satellite tile (40.70,-74.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-06/capella-open-data-2021-06-29/CAPELLA_C02_SP_GEO_HH_20210629043240_20210629043306/CAPELLA_C02_SP_GEO_HH_20210629043240_20210629043306.json,CAPELLA_C02_SP_GEO_HH_20210629043240_20210629043306,True,
44.9,-72.2,"Coventry, Vermont, United States",Agricultura / Desmatamento,Alta,"A imagem mostra claramente uma paisagem rural com campos agrícolas, pastagens e corpos d'água em padrão típico de zona rural de Vermont. A localização em Coventry, Vermont, região conhecida por atividade agrícola, combinada com o padrão visual de campos cultivados e áreas de pastagem, confirma uso agrícola da terra.",4,2022-06-18,2022-06-26,capella-6,"Esri Satellite tile (44.90,-72.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-06/capella-open-data-2022-06-18/CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245/CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245.json,CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245,True,
-33.7,150.7,"New South Wales, Australia",Zona Urbana,Alta,"A imagem mostra claramente um padrão de desenvolvimento urbano suburbano com ruas organizadas, loteamentos residenciais e infraestrutura urbana típica. A localização em Cranebrook, New South Wales, confirma tratar-se de área urbana consolidada, com monitoramento SAR de alta resolução (0.325m) indicando interesse em mudanças no desenvolvimento urbano.",2,2023-02-15,2023-02-15,capella-8,"Esri Satellite tile (-33.70,150.70)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-02/capella-open-data-2023-02-15/CAPELLA_C08_SP_GEO_HH_20230215231844_20230215231908/CAPELLA_C08_SP_GEO_HH_20230215231844_20230215231908.json,CAPELLA_C08_SP_GEO_HH_20230215231844_20230215231908,True,
-26.8,151.2,"Queensland, Australia",Agricultura / Desmatamento,Alta,"A imagem mostra claramente um padrão de campos agrícolas com divisões geométricas típicas de propriedades rurais, com diferentes tonalidades indicando variações nas culturas ou estágios de plantio. A localização em Jandowae, Queensland, é uma região conhecida por atividade agrícola, e o monitoramento SAR de alta resolução (0.59m) sugere acompanhamento de safras ou mudanças no uso da terra.",2,2021-07-07,2021-07-07,capella-3,"Esri Satellite tile (-26.80,151.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-07/capella-open-data-2021-07-07/CAPELLA_C03_SP_GEO_HH_20210707121207_20210707121238/CAPELLA_C03_SP_GEO_HH_20210707121207_20210707121238.json,CAPELLA_C03_SP_GEO_HH_20210707121207_20210707121238,True,
36.1,-5.4,España,Costa / Oceano,Alta,"A imagem mostra claramente uma área oceânica com águas profundas de cor azul escura e pequenas porções de terra/costa visíveis. As coordenadas (36.1000, -5.4000) situam a área no sul da Espanha, região mediterrânea, confirmando tratar-se de zona costeira. O monitoramento SAR intensivo com alta resolução (0.32m) sugere monitoramento de atividades marítimas ou costeiras.",2,2025-09-23,2025-09-26,capella-13,"Esri Satellite tile (36.10,-5.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-23/CAPELLA_C13_SP_GEO_HH_20250923192508_20250923192516/CAPELLA_C13_SP_GEO_HH_20250923192508_20250923192516.json,CAPELLA_C13_SP_GEO_HH_20250923192508_20250923192516,True,
36.2,-5.4,"San Roque, Andalucía, España",Base Militar,Alta,"As tags OSM confirmam presença militar (military=bunker, military=checkpoint) na região. A imagem mostra infraestrutura portuária adjacente a Gibraltar, área conhecida por instalações militares estratégicas. O monitoramento SAR intensivo (alta resolução 0.22m, frequência de 2 dias) indica interesse em instalações sensíveis de segurança.",2,2025-09-23,2025-09-26,capella-13,"Esri Satellite tile (36.20,-5.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-23/CAPELLA_C13_SP_SLC_HH_20250923192508_20250923192516/CAPELLA_C13_SP_SLC_HH_20250923192508_20250923192516.json,CAPELLA_C13_SP_SLC_HH_20250923192508_20250923192516,True,"Área Portuária: harbour=yes; Base Militar: military=bunker,military=checkpoint"
